Date	TP KTF10	TP KTF101	TP KTF11	TP KTF12	TP KTF17	TP KTF17 EUR	TP KTF17 USD	TP KTF18	TP KTFTUK	TP KTFTUK01
23-10-2015	17,87	21,28	15,96	14,41	15,73	2,72	4,62	14,79	16,88	19,98
30-10-2015	17,74	21,78	15,72	14,41	16,23	3,50	4,73	15,05	16,84	20,57
06-11-2015	17,71	21,33	16,02	14,29	16,04	3,74	2,87	14,71	16,74	20,04
13-11-2015	17,73	20,92	15,90	14,24	15,88	2,87	4,53	14,58	16,80	19,68
20-11-2015	17,46	21,59	15,44	14,11	15,86	3,21	3,94	14,52	16,56	20,31
27-11-2015	17,14	20,84	15,12	13,86	13,98	4,01	4,00	12,88	16,20	19,43
04-12-2015	17,36	21,14	15,20	13,98	15,85	2,96	4,25	14,56	16,36	19,70
11-12-2015	17,28	20,85	15,45	13,97	15,04	3,21	4,01	13,82	16,36	19,47
18-12-2015	17,31	21,08	15,19	14,00	16,10	2,59	4,31	14,87	16,38	19,70
25-12-2015	17,37	20,84	14,87	14,07	15,78	3,47	4,48	14,67	16,42	19,45
01-01-2016	17,29	21,01	14,74	14,08	16,02	3,51	4,87	14,85	16,31	19,53
08-01-2016	17,66	21,58	16,12	14,24	16,28	3,18	3,87	14,86	16,74	20,26
15-01-2016	17,67	21,25	16,12	14,29	14,31	2,77	4,16	12,96	16,75	19,92
22-01-2016	17,62	21,47	16,16	14,34	15,87	3,39	4,30	14,80	16,73	20,20
29-01-2016	17,81	21,07	15,97	14,41	16,05	3,28	3,94	15,19	16,90	19,80
05-02-2016	17,90	21,46	16,36	14,47	16,33	3,50	3,80	15,06	17,00	20,20
12-02-2016	17,99	21,25	16,44	14,50	16,49	2,94	3,86	15,23	17,08	19,97
19-02-2016	17,87	21,43	16,24	14,38	16,72	2,97	4,96	15,31	16,94	20,12
26-02-2016	18,01	21,23	16,22	14,43	14,40	3,02	4,44	13,41	17,01	19,85
04-03-2016	18,04	21,39	16,35	14,46	16,63	3,01	4,17	15,51	17,01	19,96
11-03-2016	18,10	21,36	16,40	14,45	15,94	2,83	3,60	14,52	17,06	19,93
18-03-2016	17,96	21,39	16,32	14,46	16,86	3,24	3,82	15,26	16,96	20,00
25-03-2016	18,01	21,38	16,26	14,44	16,10	3,81	3,97	14,95	16,98	19,94
01-04-2016	17,92	21,31	15,87	14,44	16,63	3,36	4,52	15,51	16,88	19,85
08-04-2016	17,95	21,35	16,61	14,46	16,42	3,90	3,69	15,09	16,95	19,94
15-04-2016	17,88	21,22	16,19	14,33	15,17	3,61	4,08	13,37	16,85	19,77
22-04-2016	17,86	21,57	15,78	14,27	15,96	2,88	3,86	14,81	16,85	20,18
29-04-2016	17,66	21,03	15,13	14,13	15,68	3,05	5,56	14,59	16,62	19,57
06-05-2016	17,53	21,07	16,04	14,04	15,96	3,34	4,71	14,79	16,52	19,60
13-05-2016	17,56	20,94	15,62	13,95	16,18	3,00	3,65	14,49	16,46	19,37
20-05-2016	17,51	21,67	15,39	13,91	15,90	2,70	3,61	14,51	16,52	20,29
27-05-2016	17,46	20,73	15,12	13,93	13,95	3,29	4,22	12,69	16,43	19,25
03-06-2016	17,42	20,92	14,96	13,93	15,82	3,11	4,57	14,50	16,34	19,38
10-06-2016	17,38	20,91	15,60	13,77	14,96	3,15	3,70	13,59	16,23	19,26
17-06-2016	17,25	20,78	15,43	13,85	15,43	2,53	3,88	14,06	16,32	19,42
24-06-2016	17,27	20,59	15,21	13,79	15,06	3,44	4,11	14,01	16,37	19,30
01-07-2016	17,22	20,43	15,10	13,74	15,31	3,36	4,80	14,19	16,27	19,07
08-07-2016	17,47	24,18	15,40	13,61	16,56	2,44	2,96	14,20	17,10	23,86
15-07-2016	17,28	20,72	15,40	13,64	14,00	2,86	4,70	12,32	16,52	19,67
22-07-2016	17,38	21,38	15,44	13,63	14,94	3,32	4,12	13,79	16,25	19,79
29-07-2016	17,57	21,09	15,20	13,72	15,17	3,22	4,17	14,04	16,42	19,53
05-08-2016	17,59	21,28	15,88	13,79	15,42	3,25	5,24	14,13	16,59	19,90
12-08-2016	17,60	21,12	15,82	13,31	15,50	4,72	4,77	13,76	16,54	19,76
19-08-2016	17,45	21,22	15,13	12,26	15,06	2,98	3,91	13,65	16,03	19,51
26-08-2016	17,44	20,85	14,96	12,07	12,71	3,73	4,25	11,47	15,64	18,67
02-09-2016	17,46	21,04	14,83	12,03	15,50	2,64	4,82	14,04	15,56	18,75
09-09-2016	17,45	20,28	15,41	12,02	15,01	2,44	3,61	13,72	15,43	17,82
16-09-2016	17,73	24,84	15,33	12,27	12,17	2,52	3,46	9,65	17,01	24,52
23-09-2016	17,25	21,08	15,12	12,07	14,87	3,10	4,35	13,49	15,67	19,18
30-09-2016	16,79	19,99	14,35	12,05	14,71	3,23	4,80	13,51	15,28	18,05
07-10-2016	16,73	19,38	15,25	12,15	15,04	3,19	3,92	13,48	15,58	17,92
14-10-2016	16,80	19,32	14,86	12,12	15,02	3,69	4,75	13,40	15,55	17,75
21-10-2016	16,62	19,75	14,56	12,10	14,48	3,23	4,22	13,33	15,42	18,19
28-10-2016	16,73	19,68	14,27	12,09	14,59	2,84	4,82	13,25	15,43	18,02
04-11-2016	16,43	19,43	14,04	12,00	14,74	3,07	4,37	13,28	15,15	17,77
11-11-2016	16,08	19,09	13,90	11,71	13,55	3,15	4,00	12,10	14,85	17,45
18-11-2016	15,87	19,05	13,47	11,58	13,77	3,19	5,38	12,43	14,70	17,47
25-11-2016	15,96	18,90	13,44	11,48	13,93	3,12	4,92	12,81	14,63	17,16
02-12-2016	16,49	19,50	13,92	11,44	14,66	3,10	4,80	13,31	14,92	17,57
09-12-2016	16,37	19,58	14,27	11,42	14,48	2,82	4,81	13,32	14,84	17,66
16-12-2016	15,94	19,24	14,10	11,40	13,55	2,59	4,06	12,22	14,63	17,51
23-12-2016	16,09	19,46	13,77	11,43	14,15	3,08	4,64	13,23	14,65	17,61
30-12-2016	16,11	19,07	13,26	11,43	14,53	3,75	5,00	13,57	14,51	17,03
06-01-2017	16,22	19,26	15,03	11,43	14,01	2,81	4,72	12,92	14,80	17,60
13-01-2017	16,16	18,90	15,17	11,45	14,12	2,73	4,74	13,19	14,83	17,34
20-01-2017	16,42	19,32	15,27	11,47	14,45	2,21	4,55	13,53	15,07	17,80
27-01-2017	16,63	19,11	15,37	11,46	13,25	3,10	4,58	12,29	15,13	17,45
03-02-2017	16,76	19,38	15,45	11,41	15,08	3,70	4,89	14,06	15,13	17,61
10-02-2017	16,75	19,63	15,85	11,41	14,71	3,50	3,55	13,55	15,21	17,96
17-02-2017	16,66	19,37	15,61	11,41	13,97	3,16	4,27	12,95	15,10	17,65
24-02-2017	16,71	19,21	15,56	11,28	15,02	3,28	4,57	14,30	14,97	17,30
03-03-2017	16,52	19,32	15,36	11,00	15,50	2,52	4,48	14,33	14,68	17,29
10-03-2017	16,74	19,29	15,57	11,09	15,00	2,93	4,57	13,83	14,85	17,23
17-03-2017	16,51	19,25	15,39	11,13	15,35	3,43	4,26	14,10	14,71	17,26
24-03-2017	16,66	19,13	15,42	11,11	15,51	3,15	4,08	14,73	14,79	17,08
31-03-2017	16,67	19,09	15,17	10,95	15,24	3,07	4,37	14,42	14,69	16,94
07-04-2017	16,82	19,29	15,82	11,02	15,46	3,76	4,00	14,48	14,79	17,10
14-04-2017	16,90	19,14	15,88	11,32	15,51	3,35	4,54	14,68	14,96	17,02
21-04-2017	16,84	19,54	15,63	11,31	15,70	3,34	4,41	14,82	15,09	17,67
28-04-2017	16,97	19,16	15,39	11,45	15,78	3,51	4,46	14,88	15,33	17,43
05-05-2017	17,06	19,62	15,89	11,40	16,40	2,70	4,16	15,20	15,45	17,94
12-05-2017	17,21	19,47	15,74	11,50	16,16	3,26	4,73	15,19	15,55	17,74
19-05-2017	17,19	19,87	15,47	11,57	15,61	3,65	3,97	14,44	15,60	18,23
26-05-2017	17,48	19,80	15,35	11,71	14,07	3,37	4,64	12,79	15,85	18,15
02-06-2017	17,43	19,71	14,87	11,63	16,60	2,84	4,47	15,53	15,65	17,88
09-06-2017	17,53	19,72	15,91	11,70	16,69	3,04	4,18	15,68	15,91	18,05
16-06-2017	17,48	19,67	15,55	11,77	15,36	3,63	4,78	14,16	15,94	18,10
23-06-2017	17,38	19,54	15,67	11,72	16,59	3,57	4,71	15,73	15,84	17,95
30-06-2017	16,92	20,08	14,83	11,78	16,47	3,04	3,99	15,46	15,82	19,02
07-07-2017	17,53	19,82	15,85	11,75	17,03	3,03	4,15	15,96	16,06	18,36
14-07-2017	17,62	19,71	16,16	12,02	17,15	2,87	4,92	16,06	16,10	18,14
21-07-2017	17,45	19,95	16,01	12,17	16,94	2,74	4,23	15,95	16,05	18,50
28-07-2017	17,57	19,66	15,87	12,12	16,90	2,94	4,89	15,85	16,07	18,11
04-08-2017	17,74	19,91	15,98	12,08	17,08	3,47	3,89	15,88	16,05	18,19
11-08-2017	17,77	19,88	16,43	12,49	15,72	3,54	4,75	14,48	16,33	18,39
18-08-2017	18,00	20,12	16,30	12,70	15,73	3,43	4,41	14,59	16,68	18,80
25-08-2017	18,11	19,97	16,15	12,69	16,14	3,36	5,30	15,17	16,62	18,47
01-09-2017	18,26	20,93	16,27	12,96	17,29	2,61	4,77	16,08	17,74	20,49
08-09-2017	18,05	20,52	16,50	12,67	17,16	2,81	3,60	15,89	16,68	19,22
15-09-2017	18,03	20,18	16,44	12,89	15,00	2,97	4,56	13,75	16,62	18,74
22-09-2017	18,22	20,46	16,41	12,94	16,79	2,59	4,53	15,83	16,74	19,00
29-09-2017	18,26	20,24	16,20	12,88	16,75	3,65	4,17	16,00	16,53	18,49
06-10-2017	18,43	20,62	16,57	13,04	16,98	3,28	4,06	15,84	17,02	19,27
13-10-2017	18,53	20,55	16,13	13,04	16,88	2,54	4,83	15,90	16,98	19,06
20-10-2017	18,53	20,78	15,24	13,09	16,86	2,98	3,80	15,80	17,06	19,40
27-10-2017	18,66	20,57	14,80	13,01	15,12	2,93	4,09	14,01	17,03	19,04
03-11-2017	18,68	20,71	13,92	13,06	17,11	3,08	4,06	15,98	16,96	19,09
10-11-2017	18,88	20,84	15,39	13,11	16,31	3,20	3,93	15,23	17,20	19,28
17-11-2017	18,85	20,90	14,56	13,16	15,64	3,22	4,25	14,55	17,27	19,44
24-11-2017	18,76	20,74	14,07	13,14	16,83	3,73	4,71	15,99	17,19	19,27
01-12-2017	18,97	20,95	13,42	13,25	17,24	3,58	4,20	16,20	17,27	19,41
08-12-2017	19,27	21,23	15,63	13,14	17,29	3,27	4,58	16,33	17,44	19,61
15-12-2017	19,44	21,29	15,20	13,62	15,81	2,95	4,24	14,82	17,94	19,95
22-12-2017	19,58	21,44	15,01	13,83	17,40	3,03	5,10	16,56	18,09	20,15
29-12-2017	19,52	21,21	13,95	13,78	17,65	3,51	5,72	17,06	17,85	19,71
05-01-2018	19,86	21,93	16,06	14,29	18,05	3,40	3,88	17,05	18,55	20,88
12-01-2018	20,15	21,76	17,75	13,89	17,76	2,88	4,47	16,97	18,59	20,45
19-01-2018	19,89	21,73	18,02	14,30	17,79	3,08	4,30	16,98	18,59	20,64
26-01-2018	20,16	21,77	18,07	14,08	15,18	3,41	4,47	14,12	18,69	20,55
02-02-2018	20,14	21,68	17,96	14,55	18,02	3,05	3,84	17,03	18,83	20,62
09-02-2018	20,27	21,82	18,26	14,68	18,10	2,71	6,14	17,39	19,02	20,75
16-02-2018	20,14	21,82	18,05	14,80	16,55	3,28	4,41	15,52	18,93	20,79
23-02-2018	20,16	21,77	17,75	14,70	17,94	3,38	4,30	17,14	18,88	20,70
02-03-2018	19,70	21,57	17,37	14,64	18,13	3,85	5,74	17,15	18,45	20,47
09-03-2018	19,98	21,63	17,90	14,85	17,81	4,18	5,10	16,89	18,69	20,49
16-03-2018	19,94	21,65	17,62	14,87	16,56	3,28	4,88	15,50	18,80	20,65
23-03-2018	19,86	21,43	17,44	14,63	17,67	3,15	5,64	16,79	18,66	20,39
30-03-2018	19,74	21,29	16,63	14,96	17,88	3,39	5,05	17,21	18,56	20,22
06-04-2018	19,96	21,69	18,01	14,97	17,79	3,76	6,31	16,80	18,76	20,65
13-04-2018	19,98	21,54	18,50	14,68	17,53	3,79	5,15	16,73	18,76	20,47
20-04-2018	20,01	21,77	18,32	14,94	17,60	3,11	5,08	16,71	18,91	20,85
27-04-2018	19,96	21,63	17,91	14,92	16,32	3,63	4,98	15,36	18,83	20,67
04-05-2018	20,07	21,84	18,34	14,57	18,19	4,24	5,15	17,18	18,83	20,83
11-05-2018	20,22	21,84	19,08	14,93	17,23	3,81	5,97	16,25	19,17	20,97
18-05-2018	20,21	21,96	18,77	13,16	17,22	4,01	5,41	16,28	18,30	20,45
25-05-2018	20,25	21,76	19,25	13,02	19,54	3,64	5,78	19,04	18,03	19,90
01-06-2018	20,73	22,11	20,55	13,02	21,28	4,01	5,27	20,77	18,02	19,93
08-06-2018	22,79	23,44	21,91	13,08	21,28	3,80	6,58	20,97	18,92	20,73
15-06-2018	24,26	24,19	22,37	13,16	22,74	3,95	5,64	22,62	19,74	21,36
22-06-2018	23,89	24,03	22,55	13,12	23,56	3,66	5,60	23,59	19,58	21,81
29-06-2018	23,87	23,91	21,30	13,14	23,52	3,50	5,36	23,49	19,61	21,05
06-07-2018	24,40	24,40	23,55	13,46	23,94	3,53	4,95	23,76	20,01	21,53
13-07-2018	24,88	24,65	24,06	15,79	23,99	3,71	5,69	23,81	22,43	23,16
20-07-2018	25,13	24,76	24,36	18,78	24,30	4,12	5,69	24,22	24,12	24,24
27-07-2018	25,43	24,94	24,37	19,48	21,75	3,80	5,44	21,18	24,50	24,44
03-08-2018	25,59	25,73	24,61	19,98	25,00	4,46	5,63	24,99	24,82	25,27
10-08-2018	26,73	26,59	25,35	20,02	25,98	3,79	6,18	26,13	25,87	26,08
17-08-2018	29,90	28,10	26,69	20,25	29,26	4,68	6,36	29,99	28,18	27,37
24-08-2018	31,60	27,48	28,15	11,64	28,79	4,28	3,87	32,57	31,11	27,42
31-08-2018	30,29	28,06	26,97	23,20	32,34	4,28	5,93	34,22	29,82	27,95
07-09-2018	33,82	29,93	31,46	22,79	32,57	4,14	6,06	34,64	32,05	29,40
14-09-2018	35,42	30,53	31,93	24,25	34,17	4,57	6,70	36,93	33,70	30,10
21-09-2018	37,86	30,31	33,85	25,70	35,36	4,96	7,59	38,37	35,50	30,01
28-09-2018	38,53	30,86	32,52	28,00	35,93	5,31	6,96	38,31	37,03	30,73
05-10-2018	39,03	31,02	33,73	29,06	34,99	4,74	6,44	37,50	37,79	30,96
12-10-2018	39,36	31,32	32,74	28,59	35,37	5,07	6,33	37,71	38,27	31,24
19-10-2018	38,72	32,28	31,06	29,01	34,32	4,35	6,41	36,09	37,72	32,18
26-10-2018	37,77	33,01	33,60	29,28	28,92	5,51	6,34	28,88	36,96	32,90
02-11-2018	37,29	32,77	32,30	29,05	32,13	4,76	6,10	33,19	36,47	32,66
09-11-2018	37,13	32,76	32,29	28,40	31,88	4,15	6,79	32,69	36,20	32,64
16-11-2018	36,24	32,39	31,11	28,77	26,44	4,15	6,95	25,77	35,35	32,26
23-11-2018	35,13	32,20	30,40	28,55	29,88	4,65	6,01	30,21	34,40	32,07
30-11-2018	34,70	32,02	28,04	28,38	28,75	4,88	6,15	28,66	33,78	31,81
07-12-2018	34,61	32,12	31,45	28,02	29,20	3,56	6,59	29,26	34,13	32,01
14-12-2018	34,17	32,08	29,90	27,84	28,82	4,40	5,83	28,90	33,62	31,94
21-12-2018	33,21	31,53	28,82	28,04	27,80	4,35	9,07	27,61	32,77	31,42
28-12-2018	32,35	31,43	27,80	27,39	27,24	4,30	7,00	27,04	31,74	31,18
04-01-2019	32,35	31,12	28,48	27,70	27,63	5,23	6,98	27,31	31,94	31,01
11-01-2019	32,75	31,53	30,67	26,46	26,02	4,26	6,31	25,33	32,28	31,37
18-01-2019	30,03	30,40	29,76	25,79	26,86	5,02	6,45	26,52	29,78	30,28
25-01-2019	28,12	29,42	29,16	24,93	24,81	3,77	6,31	24,11	27,97	29,30
01-02-2019	26,61	28,57	28,35	24,65	24,68	4,21	5,93	23,83	26,52	28,44
08-02-2019	26,90	28,74	27,27	23,55	24,19	3,75	5,62	23,35	26,69	28,55
15-02-2019	26,65	28,50	26,11	22,26	21,55	4,65	6,32	20,33	26,31	28,22
22-02-2019	25,51	27,85	25,40	21,47	23,32	3,50	5,95	22,46	25,18	27,53
01-03-2019	24,76	27,04	23,79	20,71	23,37	3,84	6,03	22,38	24,44	26,71
08-03-2019	23,06	25,35	24,19	18,55	23,14	3,89	5,63	22,04	22,76	25,00
15-03-2019	23,08	25,50	23,85	17,28	21,31	3,48	5,91	20,15	22,33	24,72
22-03-2019	23,21	25,80	23,26	17,15	23,23	4,80	6,40	22,50	22,25	24,82
29-03-2019	23,45	25,69	22,83	17,10	24,42	4,65	5,72	23,98	22,07	24,29
05-04-2019	24,83	27,33	24,12	17,12	25,43	4,15	5,98	24,72	22,92	25,74
12-04-2019	25,41	27,00	24,72	17,15	24,92	4,30	5,95	24,36	23,88	25,82
19-04-2019	26,29	27,61	25,64	17,22	26,55	3,55	5,57	26,28	24,37	26,32
